200, 400, 0, 0, 0, 400, 0, 400, 0
200, 400, 5, 1960, 1960, 383, 0, 383, 8
200, 400, 10, 3815, 3815, 363, 0, 363, 19
200, 400, 15, 5844, 5844, 379, 0, 379, 21
200, 400, 20, 7771, 7771, 383, 0, 383, 17
200, 400, 25, 9365, 9365, 352, 0, 352, 36
200, 400, 30, 11274, 11274, 357, 0, 357, 43
200, 400, 35, 12598, 12598, 330, 0, 330, 70
200, 400, 40, 13216, 13216, 276, 0, 276, 68
200, 400, 45, 16341, 16341, 335, 0, 335, 65
200, 400, 50, 18143, 18143, 325, 0, 325, 75
200, 400, 55, 17274, 17274, 250, 0, 250, 50
200, 400, 60, 21427, 21427, 326, 0, 326, 74
200, 400, 65, 22922, 22922, 320, 0, 320, 80
200, 400, 70, 23829, 23829, 286, 0, 286, 114
200, 400, 75, 25521, 25521, 297, 0, 297, 103
200, 400, 80, 27871, 27871, 305, 0, 305, 95
200, 400, 85, 28103, 28137, 259, 0, 259, 96
200, 400, 90, 28701, 28749, 208, 0, 208, 101
200, 400, 95, 29057, 29136, 174, 0, 175, 104
200, 400, 100, 27302, 27302, 183, 0, 183, 110
200, 400, 105, 28268, 28411, 116, 0, 116, 112
200, 400, 110, 28765, 28875, 81, 0, 82, 82
200, 400, 115, 21406, 21406, 81, 0, 81, 80
200, 400, 120, 28369, 28586, 37, 0, 37, 82
200, 400, 125, 29412, 29572, 43, 0, 45, 109
200, 400, 130, 28386, 28392, 116, 0, 116, 128
200, 400, 135, 27349, 27349, 101, 0, 101, 91
200, 400, 140, 28220, 28384, 19, 0, 19, 89
200, 400, 145, 28732, 28952, 14, 0, 14, 96
200, 400, 150, 29107, 29324, 9, 0, 9, 93
200, 400, 155, 29236, 29432, 9, 0, 9, 115
200, 400, 160, 29392, 29609, 6, 0, 6, 104
200, 400, 165, 28761, 28979, 3, 0, 3, 102
200, 400, 170, 28762, 28988, 1, 0, 1, 101
200, 400, 175, 29488, 29710, 3, 0, 3, 98
200, 400, 180, 29075, 29192, 1, 0, 1, 107
200, 400, 185, 27983, 28220, 3, 0, 3, 103
200, 400, 190, 28595, 28827, 1, 0, 1, 104
200, 400, 195, 26631, 26729, 4, 0, 4, 112
200, 400, 200, 28811, 29054, 0, 0, 0, 88
200, 400, 205, 29113, 29317, 0, 0, 0, 111
200, 400, 210, 28266, 28510, 0, 0, 0, 104
200, 400, 215, 28784, 29015, 0, 0, 0, 105
200, 400, 220, 28088, 28324, 0, 0, 0, 93
200, 400, 225, 28775, 28986, 0, 0, 0, 101
200, 400, 230, 28630, 28762, 0, 0, 0, 114
200, 400, 235, 28608, 28708, 0, 0, 0, 109
200, 400, 240, 28523, 28766, 0, 0, 0, 86
200, 400, 245, 28717, 28886, 0, 0, 0, 103
200, 400, 250, 29100, 29313, 0, 0, 0, 110
200, 400, 255, 28486, 28731, 0, 0, 0, 92
200, 400, 260, 27673, 27912, 0, 0, 0, 119
200, 400, 265, 29141, 29337, 0, 0, 0, 123
200, 400, 270, 28797, 29014, 0, 0, 0, 102
200, 400, 275, 29116, 29321, 0, 0, 0, 115
200, 400, 280, 28855, 28996, 0, 0, 0, 108
200, 400, 285, 28877, 29099, 0, 0, 0, 99
200, 400, 290, 27923, 28067, 0, 0, 0, 119
200, 400, 295, 28573, 28765, 0, 0, 0, 89
200, 400, 300, 29930, 30147, 0, 0, 0, 97
200, 400, 305, 29064, 29274, 0, 0, 0, 106
200, 400, 310, 29095, 29330, 0, 0, 0, 88
200, 400, 315, 29178, 29402, 0, 0, 0, 106
200, 400, 320, 28890, 29098, 0, 0, 0, 121
200, 400, 325, 29367, 29580, 0, 0, 0, 96
200, 400, 330, 29990, 30185, 0, 0, 0, 106
200, 400, 335, 28592, 28701, 0, 0, 0, 98
200, 400, 340, 28460, 28547, 0, 0, 0, 106
200, 400, 345, 28368, 28607, 0, 0, 0, 102
200, 400, 350, 27919, 28164, 0, 0, 0, 106
200, 400, 355, 28163, 28315, 0, 0, 0, 111
200, 400, 360, 28424, 28632, 0, 0, 0, 116
200, 400, 365, 28794, 28977, 0, 0, 0, 99
200, 400, 370, 28387, 28481, 0, 0, 0, 97
200, 400, 375, 28875, 29099, 0, 0, 0, 106
200, 400, 380, 28735, 28975, 0, 0, 0, 94
200, 400, 385, 29095, 29304, 0, 0, 0, 102
200, 400, 390, 29093, 29322, 0, 0, 0, 105
200, 400, 395, 28358, 28589, 0, 0, 0, 99
200, 400, 400, 28714, 28931, 0, 0, 0, 105
