20, 40, 1, 50, 50, 46, 0, 46, 4
20, 40, 2, 95, 95, 48, 0, 48, 4
20, 40, 3, 109, 109, 13, 0, 13, 1
20, 40, 4, 443, 443, 139, 0, 139, 3
20, 40, 5, 243, 243, 36, 0, 36, 16
20, 40, 6, 985, 985, 314, 0, 314, 31
20, 40, 7, 458, 458, 59, 0, 59, 11
20, 40, 8, 67, 67, 0, 0, 0, 1
20, 40, 9, 394, 394, 37, 0, 37, 9
20, 40, 10, 1298, 1298, 138, 0, 138, 18
20, 40, 11, 146, 146, 0, 0, 0, 4
20, 40, 12, 479, 479, 33, 0, 33, 19
20, 40, 15, 714, 714, 44, 0, 44, 6
20, 40, 16, 895, 895, 55, 0, 55, 11
20, 40, 17, 322, 322, 13, 0, 13, 6
20, 40, 18, 1307, 1307, 72, 0, 72, 4
20, 40, 19, 811, 811, 40, 0, 40, 4
20, 40, 20, 333, 333, 11, 0, 11, 8
20, 40, 21, 1381, 1381, 65, 0, 65, 31
20, 40, 22, 106, 106, 0, 0, 0, 12
20, 40, 23, 493, 493, 18, 0, 18, 6
20, 40, 24, 598, 598, 21, 0, 21, 7
20, 40, 25, 1495, 1495, 54, 0, 54, 71
20, 40, 26, 135, 135, 0, 0, 0, 14
20, 40, 29, 1082, 1082, 36, 0, 36, 3
20, 40, 31, 1030, 1030, 31, 0, 31, 34
20, 40, 32, 111, 111, 0, 0, 0, 5
20, 40, 33, 248, 248, 5, 0, 5, 10
20, 40, 34, 151, 151, 0, 0, 0, 10
20, 40, 35, 2248, 2248, 64, 0, 64, 7
20, 40, 36, 1403, 1403, 36, 0, 36, 8
20, 40, 37, 1132, 1132, 28, 0, 28, 9
20, 40, 39, 98, 98, 0, 0, 0, 4
20, 40, 41, 1378, 1378, 32, 0, 32, 2
20, 40, 42, 82, 82, 0, 0, 0, 2
20, 40, 43, 2910, 2910, 71, 0, 71, 61
20, 40, 44, 1115, 1115, 24, 0, 24, 5
20, 40, 46, 1721, 1721, 36, 0, 36, 27
20, 40, 48, 1569, 1569, 30, 0, 30, 16
20, 40, 49, 1227, 1227, 24, 0, 24, 6
20, 40, 50, 2006, 2006, 37, 0, 37, 93
